# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MED11	FBgn0036811	FBtr0075054	protein_coding	0	2	0	46	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	2	31
MED14	FBgn0035145	FBtr0072554	protein_coding	0	0	0	58	0	0	2	44	0	0	0	0	0	0	0	0	0	0	0	0	12
MED14	FBgn0035145	FBtr0344912	protein_coding	0	0	0	58	0	0	2	44	0	0	0	0	0	0	0	0	0	0	0	0	12
MED15	FBgn0027592	FBtr0078062	protein_coding	0	0	1	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2
MED16	FBgn0034707	FBtr0071770	protein_coding	0	2	1	85	1	0	0	41	0	0	1	0	0	0	0	0	0	0	1	1	43
MED17	FBgn0038578	FBtr0083558	protein_coding	0	2	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2
MED19	FBgn0036761	FBtr0075160	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
MED19	FBgn0036761	FBtr0345815	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
MED20	FBgn0013531	FBtr0079544	protein_coding	0	1	0	10	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	6
MED20	FBgn0013531	FBtr0329946	protein_coding	0	1	0	10	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	6
MED23	FBgn0034795	FBtr0071903	protein_coding	0	0	0	17	2	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	2
MED24	FBgn0035851	FBtr0076694	protein_coding	0	0	1	37	0	0	1	26	0	0	1	0	0	0	0	0	0	0	0	0	10
MED25	FBgn0038760	FBtr0083825	protein_coding	0	0	0	46	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	36
MED27	FBgn0037359	FBtr0078712	protein_coding	0	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18
MED28	FBgn0039337	FBtr0084836	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
MED30	FBgn0035149	FBtr0072558	protein_coding	0	0	0	15	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1
MED31	FBgn0037262	FBtr0078856	protein_coding	0	1	0	9	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	1	1
MED31	FBgn0037262	FBtr0078857	protein_coding	0	1	0	9	0	0	1	3	0	4	0	0	0	0	0	0	0	0	0	1	1
MED31	FBgn0037262	FBtr0305312	protein_coding	0	1	0	9	0	0	1	3	0	4	0	0	0	0	0	0	0	0	0	1	1
MED31	FBgn0037262	FBtr0336456	protein_coding	0	1	0	9	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	1	1
MED31	FBgn0037262	FBtr0345249	protein_coding	0	1	0	9	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	1	1
MED4	FBgn0035754	FBtr0076889	protein_coding	0	0	1	39	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	35
MED6	FBgn0024330	FBtr0082161	protein_coding	0	0	0	12	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	3
MED6	FBgn0024330	FBtr0082162	protein_coding	0	0	0	12	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	3
MED6	FBgn0024330	FBtr0301872	protein_coding	0	0	0	12	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	3
MED6	FBgn0024330	FBtr0301873	protein_coding	0	0	0	12	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	3
MED6	FBgn0024330	FBtr0339719	protein_coding	0	0	0	12	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	3
MED7	FBgn0051390	FBtr0082311	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
MED8	FBgn0034503	FBtr0086297	protein_coding	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18
MED9	FBgn0260401	FBtr0300664	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
MEP-1	FBgn0035357	FBtr0072931	protein_coding	0	0	1	77	0	0	9	14	0	32	1	0	0	0	0	0	0	0	0	0	22
MEP-1	FBgn0035357	FBtr0072932	protein_coding	0	0	1	77	0	0	9	14	0	32	1	0	0	0	0	0	0	0	0	0	22
MEP-1	FBgn0035357	FBtr0072933	protein_coding	0	0	1	76	0	0	9	14	0	32	1	0	0	0	0	0	0	0	0	0	21
MEP-1	FBgn0035357	FBtr0072934	protein_coding	0	0	1	67	0	0	1	14	0	20	1	0	0	0	0	0	0	0	0	0	32
MEP-1	FBgn0035357	FBtr0072935	protein_coding	0	0	1	55	0	0	0	14	0	5	1	0	0	0	0	0	0	0	0	0	36
MEP-1	FBgn0035357	FBtr0072936	protein_coding	0	0	1	55	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	41
MEP-1	FBgn0035357	FBtr0290340	protein_coding	0	0	1	77	0	0	9	14	0	32	1	0	0	0	0	0	0	0	0	0	22
MESK2	FBgn0043070	FBtr0089703	protein_coding	0	1	1	152	3	1	7	32	0	76	1	0	0	0	0	0	0	0	0	0	34
MESK2	FBgn0043070	FBtr0089704	protein_coding	0	3	3	161	3	1	6	17	0	101	3	0	0	0	0	0	0	0	0	2	34
MESK2	FBgn0043070	FBtr0089705	protein_coding	0	3	3	161	3	1	6	17	0	101	3	0	0	0	0	0	0	0	0	2	34
MESK2	FBgn0043070	FBtr0089706	protein_coding	0	0	1	131	2	0	1	26	0	33	1	0	0	0	0	0	0	0	0	0	69
MESK2	FBgn0043070	FBtr0089707	protein_coding	0	1	1	155	2	1	7	26	0	86	1	0	0	0	0	0	0	0	0	0	34
MESK2	FBgn0043070	FBtr0089708	protein_coding	0	1	1	152	1	1	7	28	0	82	1	0	0	0	0	0	0	0	0	0	34
MESK2	FBgn0043070	FBtr0089709	protein_coding	0	1	1	155	2	1	7	26	0	86	1	0	0	0	0	0	0	0	0	0	34
MESK2	FBgn0043070	FBtr0089710	protein_coding	0	1	1	152	3	1	7	32	0	76	1	0	0	0	0	0	0	0	0	0	34
MESK2	FBgn0043070	FBtr0089711	protein_coding	0	1	1	155	2	1	6	26	0	87	1	0	0	0	0	0	0	0	0	0	34
MESK4	FBgn0043069	FBtr0083367	protein_coding	0	0	0	69	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	50
MESK4	FBgn0043069	FBtr0337059	protein_coding	0	0	0	69	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	50
MESR3	FBgn0032694	FBtr0081073	protein_coding	0	7	1	366	0	6	16	35	0	296	1	0	0	0	1	0	0	0	0	0	20
MESR3	FBgn0032694	FBtr0329971	protein_coding	0	7	1	366	0	6	16	35	0	296	1	0	0	0	1	0	0	0	0	0	20
MESR3	FBgn0032694	FBtr0329972	protein_coding	0	7	1	366	0	6	16	35	0	296	1	0	0	0	1	0	0	0	0	0	20
MESR3	FBgn0032694	FBtr0343808	protein_coding	0	7	1	366	0	6	15	35	0	297	1	0	0	0	1	0	0	0	0	0	20
MESR4	FBgn0034240	FBtr0086946	protein_coding	0	0	1	14	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	11
MESR4	FBgn0034240	FBtr0113090	protein_coding	0	0	1	14	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	7
MESR4	FBgn0034240	FBtr0340219	protein_coding	0	0	1	14	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	7
MESR4	FBgn0034240	FBtr0340220	protein_coding	0	0	1	14	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	11
MESR6	FBgn0036846	FBtr0075026	protein_coding	0	3	2	18	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	3	13
MESR6	FBgn0036846	FBtr0330090	protein_coding	0	3	2	18	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	3	13
MFS1	FBgn0050272	FBtr0071890	protein_coding	0	0	0	42	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	10
MFS10	FBgn0030452	FBtr0073724	protein_coding	0	0	0	27	2	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	4
MFS10	FBgn0030452	FBtr0339677	protein_coding	0	0	0	29	4	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	2
MFS10	FBgn0030452	FBtr0339678	protein_coding	0	0	0	33	2	0	0	21	0	2	0	0	0	0	0	0	0	0	0	0	8
MFS12	FBgn0033234	FBtr0088849	protein_coding	0	0	0	8	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	4
MFS12	FBgn0033234	FBtr0304751	protein_coding	0	1	0	8	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	5
MFS12	FBgn0033234	FBtr0309843	protein_coding	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
MFS14	FBgn0010651	FBtr0086634	protein_coding	0	0	0	88	1	0	1	17	0	8	0	0	0	0	0	0	0	0	0	0	61
MFS14	FBgn0010651	FBtr0086635	protein_coding	0	0	0	60	1	0	1	17	0	8	0	0	0	0	0	0	0	0	0	0	33
MFS14	FBgn0010651	FBtr0345426	protein_coding	0	0	0	60	2	0	1	16	0	8	0	0	0	0	0	0	0	0	0	0	33
MFS15	FBgn0034392	FBtr0086636	protein_coding	0	1	0	27	0	1	5	9	0	0	0	0	0	0	0	0	0	0	0	0	13
MFS15	FBgn0034392	FBtr0086637	protein_coding	0	1	0	27	0	1	5	9	0	0	0	0	0	0	0	0	0	0	0	0	13
MFS16	FBgn0034611	FBtr0071589	protein_coding	0	11	4	43	6	0	1	0	0	3	4	0	0	0	0	0	0	0	0	11	33
MFS16	FBgn0034611	FBtr0071590	protein_coding	0	11	4	43	6	0	1	0	0	3	4	0	0	0	0	0	0	0	0	11	33
MFS16	FBgn0034611	FBtr0071591	protein_coding	0	11	4	43	6	0	0	0	0	3	4	0	0	0	0	0	0	0	0	11	34
MFS16	FBgn0034611	FBtr0342884	protein_coding	0	11	4	43	6	0	0	0	0	3	4	0	0	0	0	0	0	0	0	11	34
MFS18	FBgn0025684	FBtr0077456	protein_coding	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
MFS3	FBgn0031307	FBtr0077958	protein_coding	0	0	0	19	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	12
MFS9	FBgn0038799	FBtr0083888	protein_coding	0	1	0	73	4	0	1	28	0	11	0	0	0	0	0	0	0	0	0	1	29
MFS9	FBgn0038799	FBtr0083889	protein_coding	0	1	0	47	4	0	2	28	0	1	0	0	0	0	0	0	0	0	0	1	12
MICAL-like	FBgn0036333	FBtr0075898	protein_coding	0	8	1	32	0	0	3	10	0	0	1	0	0	0	0	0	0	0	0	8	19
MICU1	FBgn0031893	FBtr0079405	protein_coding	1	4	1	78	0	0	1	24	0	6	1	0	0	0	0	0	1	0	0	4	47
MICU1	FBgn0031893	FBtr0113028	protein_coding	0	2	1	81	0	0	1	24	0	9	1	0	0	0	0	0	0	0	0	2	47
MME1	FBgn0031881	FBtr0079389	protein_coding	0	2	0	55	1	0	0	38	0	3	0	0	0	0	1	0	0	0	0	1	14
MP1	FBgn0027930	FBtr0078903	protein_coding	0	1	7	10	0	0	0	3	0	3	7	0	0	0	1	0	0	0	0	0	5
MP1	FBgn0027930	FBtr0300936	protein_coding	0	1	8	9	0	0	0	3	0	2	8	0	0	0	2	0	0	0	0	0	5
MP1	FBgn0027930	FBtr0445313	protein_coding	0	1	7	10	0	0	0	3	0	3	7	0	0	0	1	0	0	0	0	0	5
MRG15	FBgn0027378	FBtr0083125	protein_coding	0	0	0	29	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	26
MRG15	FBgn0027378	FBtr0333921	protein_coding	0	0	0	29	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	26
MRP	FBgn0032456	FBtr0090013	protein_coding	0	23	2	121	0	0	0	45	0	72	2	0	0	0	0	0	0	0	0	23	4
MRP	FBgn0032456	FBtr0090014	protein_coding	0	19	2	125	0	0	0	45	0	76	2	0	0	0	0	0	0	0	0	19	4
MRP	FBgn0032456	FBtr0090015	protein_coding	0	19	2	125	0	0	0	45	0	77	2	0	0	0	0	0	0	0	0	19	3
MRP	FBgn0032456	FBtr0090016	protein_coding	0	19	3	124	0	0	0	45	0	75	3	0	0	0	0	0	0	0	0	19	4
MRP	FBgn0032456	FBtr0090017	protein_coding	0	24	5	117	0	0	0	45	0	68	5	0	0	0	0	0	0	0	0	24	4
MRP	FBgn0032456	FBtr0090018	protein_coding	0	20	4	122	0	0	0	45	0	73	4	0	0	0	0	0	0	0	0	20	4
MRP	FBgn0032456	FBtr0090019	protein_coding	0	20	3	123	0	0	0	45	0	75	3	0	0	0	0	0	0	0	0	20	3
MRP	FBgn0032456	FBtr0090020	protein_coding	0	24	2	120	0	0	0	45	0	72	2	0	0	0	1	0	0	0	0	23	4
MRP	FBgn0032456	FBtr0090021	protein_coding	0	23	2	121	0	0	0	45	0	72	2	0	0	0	0	0	0	0	0	23	4
MRP	FBgn0032456	FBtr0090022	protein_coding	0	19	3	124	0	0	0	45	0	76	3	0	0	0	0	0	0	0	0	19	3
MRP	FBgn0032456	FBtr0090023	protein_coding	0	20	4	122	0	0	0	45	0	74	4	0	0	0	0	0	0	0	0	20	3
MRP	FBgn0032456	FBtr0090024	protein_coding	0	20	3	123	0	0	0	45	0	74	3	0	0	0	0	0	0	0	0	20	4
MRP	FBgn0032456	FBtr0090025	protein_coding	0	24	2	120	0	0	0	45	0	73	2	0	0	0	1	0	0	0	0	23	3
MRP	FBgn0032456	FBtr0090026	protein_coding	0	24	5	117	0	0	0	45	0	69	5	0	0	0	0	0	0	0	0	24	3
MRP	FBgn0032456	FBtr0090027	protein_coding	0	23	2	121	0	0	0	45	0	73	2	0	0	0	0	0	0	0	0	23	3
MRP	FBgn0032456	FBtr0090028	protein_coding	0	19	6	121	0	0	0	45	0	73	6	0	0	0	0	0	0	0	0	19	3
MRP	FBgn0032456	FBtr0090029	protein_coding	0	19	6	121	0	0	0	45	0	72	6	0	0	0	0	0	0	0	0	19	4
MRP	FBgn0032456	FBtr0347485	protein_coding	0	13	3	278	5	0	0	62	0	208	3	0	0	0	0	0	0	0	0	13	3
MSBP	FBgn0030703	FBtr0074166	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
MSBP	FBgn0030703	FBtr0301598	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
MSBP	FBgn0030703	FBtr0333719	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
MTA1-like	FBgn0027951	FBtr0078733	protein_coding	0	0	0	5	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
MTA1-like	FBgn0027951	FBtr0078734	protein_coding	0	0	0	5	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
MTA1-like	FBgn0027951	FBtr0290206	protein_coding	0	0	0	5	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
MTA1-like	FBgn0027951	FBtr0330315	protein_coding	0	0	0	5	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
MTF-1	FBgn0040305	FBtr0076459	protein_coding	0	0	0	52	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	37
MTF-1	FBgn0040305	FBtr0076460	protein_coding	0	0	0	52	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	37
MTF-1	FBgn0040305	FBtr0113322	protein_coding	0	0	0	52	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	37
MTF-1	FBgn0040305	FBtr0113323	protein_coding	0	0	0	52	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	37
MTF-1	FBgn0040305	FBtr0113324	protein_coding	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
MTF-1	FBgn0040305	FBtr0344236	protein_coding	0	0	0	52	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	37
MTF-1	FBgn0040305	FBtr0344237	protein_coding	0	0	0	52	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	37
MTPAP	FBgn0024360	FBtr0070236	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MTPAP	FBgn0024360	FBtr0070237	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MTPAP	FBgn0024360	FBtr0332288	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPT-75D	FBgn0036801	FBtr0075049	protein_coding	0	6	2	297	0	4	16	7	0	249	2	0	0	0	0	0	0	0	0	2	25
MYPT-75D	FBgn0036801	FBtr0331420	protein_coding	0	8	2	298	0	7	27	7	0	239	2	0	0	0	0	0	0	0	0	1	25
MYPT-75D	FBgn0036801	FBtr0331421	protein_coding	0	5	2	199	0	3	32	7	0	144	2	0	0	0	0	0	0	0	0	2	16
MYPT-75D	FBgn0036801	FBtr0331422	protein_coding	0	6	2	297	0	4	16	7	0	249	2	0	0	0	0	0	0	0	0	2	25
Mabi	FBgn0032493	FBtr0080481	protein_coding	0	0	0	37	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	27
Mad	FBgn0011648	FBtr0077616	protein_coding	0	0	0	163	0	0	0	43	0	77	0	0	0	0	0	0	0	0	0	0	43
Mad	FBgn0011648	FBtr0332372	protein_coding	0	0	0	114	1	0	0	45	0	14	0	0	0	0	0	0	0	0	0	0	54
Mad1	FBgn0026326	FBtr0088599	protein_coding	0	0	0	26	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	10
Madm	FBgn0027497	FBtr0078722	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Madm	FBgn0027497	FBtr0347493	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MagR	FBgn0026666	FBtr0074084	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
MagR	FBgn0026666	FBtr0332613	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
Magi	FBgn0034590	FBtr0071636	protein_coding	1	7	3	170	0	5	19	36	0	66	3	0	0	0	0	0	1	0	0	2	49
Magi	FBgn0034590	FBtr0342873	protein_coding	1	6	3	170	0	4	14	36	0	66	3	0	0	0	0	0	1	0	0	2	54
Magi	FBgn0034590	FBtr0342874	protein_coding	1	2	3	161	0	0	2	36	0	36	3	0	0	0	0	0	1	0	0	2	87
Mal-A1	FBgn0002570	FBtr0088759	protein_coding	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
Mal-A2	FBgn0002569	FBtr0088747	protein_coding	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
Mal-A3	FBgn0002571	FBtr0088758	protein_coding	0	0	0	18	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	12
Mal-A4	FBgn0033294	FBtr0088748	protein_coding	0	0	0	13	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1
Mal-A5	FBgn0050359	FBtr0088749	protein_coding	0	3	0	14	0	1	10	3	0	0	0	0	0	0	0	0	0	0	0	2	1
Mal-A5	FBgn0050359	FBtr0300953	protein_coding	0	1	0	16	0	1	12	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Mal-A5	FBgn0050359	FBtr0339279	protein_coding	0	3	0	14	0	1	10	3	0	0	0	0	0	0	0	0	0	0	0	2	1
Mal-A6	FBgn0050360	FBtr0273322	protein_coding	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12
Mal-A6	FBgn0050360	FBtr0346647	protein_coding	0	0	0	15	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12
Mal-A7	FBgn0033296	FBtr0088757	protein_coding	0	0	1	7	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5
Mal-A7	FBgn0033296	FBtr0345489	protein_coding	0	0	1	7	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5
Mal-A8	FBgn0033297	FBtr0088752	protein_coding	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
Mal-B1	FBgn0032381	FBtr0080275	protein_coding	0	0	2	98	0	0	0	58	0	0	2	0	0	0	0	0	0	0	0	0	40
Mal-B2	FBgn0032382	FBtr0080276	protein_coding	0	3	5	118	0	0	0	81	0	7	5	0	0	0	1	0	0	0	0	2	31
Mal-B2	FBgn0032382	FBtr0473587	protein_coding	0	3	5	118	0	0	0	81	0	7	5	0	0	0	1	0	0	0	0	2	31
Mal-B2	FBgn0032382	FBtr0473588	protein_coding	0	3	5	118	9	0	0	72	0	7	5	0	0	0	1	0	0	0	0	2	31
Manf	FBgn0027095	FBtr0083283	protein_coding	0	0	1	41	0	0	0	34	0	0	1	0	0	0	0	0	0	0	0	0	7
Map205	FBgn0002645	FBtr0085875	protein_coding	0	0	0	18	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	12
Map205	FBgn0002645	FBtr0085876	protein_coding	0	0	0	18	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	12
Map205	FBgn0002645	FBtr0334299	protein_coding	0	0	0	18	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	12
Map60	FBgn0010342	FBtr0088530	protein_coding	0	0	0	20	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	7
Mapmodulin	FBgn0034282	FBtr0086822	protein_coding	0	2	0	71	0	0	1	3	0	19	0	0	0	0	1	0	0	0	0	1	49
Mapmodulin	FBgn0034282	FBtr0086823	protein_coding	0	2	0	71	0	0	1	3	0	19	0	0	0	0	1	0	0	0	0	1	49
Mapmodulin	FBgn0034282	FBtr0113091	protein_coding	0	5	2	65	0	0	0	2	0	14	2	0	0	0	1	0	0	0	0	4	50
Mapmodulin	FBgn0034282	FBtr0300410	protein_coding	0	5	2	66	0	0	1	3	0	14	2	0	0	0	1	0	0	0	0	4	49
Marc	FBgn0033451	FBtr0088478	protein_coding	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
Marcal1	FBgn0031655	FBtr0078992	protein_coding	0	0	1	12	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0
Marf	FBgn0029870	FBtr0070909	protein_coding	0	0	0	14	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3
Marf	FBgn0029870	FBtr0070910	protein_coding	0	0	0	14	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3
Marf	FBgn0029870	FBtr0343373	protein_coding	0	0	0	14	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3
Marf1	FBgn0039972	FBtr0085956	protein_coding	1	5	6	123	0	0	0	7	0	112	6	0	0	0	1	0	1	0	0	4	5
Marf1	FBgn0039972	FBtr0085957	protein_coding	1	5	6	123	0	0	0	7	0	112	6	0	0	0	1	0	1	0	0	4	5
Marf1	FBgn0039972	FBtr0085958	protein_coding	1	5	6	123	0	0	1	7	0	111	6	0	0	0	1	0	1	0	0	4	5
Marf1	FBgn0039972	FBtr0306235	protein_coding	1	5	6	123	0	0	2	7	0	112	6	0	0	0	1	0	1	0	0	4	3
Marf1	FBgn0039972	FBtr0306236	protein_coding	1	5	6	39	0	0	2	7	0	10	6	0	0	0	1	0	1	0	0	4	21
Mat1	FBgn0024956	FBtr0088255	protein_coding	0	0	0	56	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	28
Mat89Ba	FBgn0261286	FBtr0083275	protein_coding	0	5	3	45	0	0	1	8	0	0	3	0	0	0	0	0	0	0	0	5	36
Mau2	FBgn0038300	FBtr0083048	protein_coding	0	0	0	55	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54
Max	FBgn0017578	FBtr0075018	protein_coding	0	0	0	21	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	7
Max	FBgn0017578	FBtr0310276	protein_coding	0	0	0	21	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	7
Max	FBgn0017578	FBtr0345391	protein_coding	0	0	0	21	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	7
Mbs	FBgn0005536	FBtr0075441	protein_coding	0	2	1	39	0	0	3	14	0	12	1	0	0	0	1	0	0	0	0	2	10
Mbs	FBgn0005536	FBtr0112850	protein_coding	0	3	1	39	4	0	3	3	0	19	1	0	0	0	1	0	0	0	0	3	10
Mbs	FBgn0005536	FBtr0112851	protein_coding	0	7	3	122	4	0	0	3	0	104	3	0	0	0	1	0	0	0	0	7	11
Mbs	FBgn0005536	FBtr0112852	protein_coding	0	7	3	122	4	0	0	3	0	104	3	0	0	0	1	0	0	0	0	7	11
Mbs	FBgn0005536	FBtr0301472	protein_coding	0	7	3	122	4	0	0	3	0	104	3	0	0	0	1	0	0	0	0	7	11
Mbs	FBgn0005536	FBtr0301473	protein_coding	0	7	3	122	4	0	0	3	0	104	3	0	0	0	1	0	0	0	0	7	11
Mbs	FBgn0005536	FBtr0301575	protein_coding	0	7	3	122	4	0	0	3	0	104	3	0	0	0	1	0	0	0	0	7	11
Mbs	FBgn0005536	FBtr0308212	protein_coding	0	7	3	121	3	0	0	3	0	104	3	0	0	0	1	0	0	0	0	7	11
Mbs	FBgn0005536	FBtr0308213	protein_coding	0	7	3	122	4	0	0	3	0	104	3	0	0	0	1	0	0	0	0	7	11
Mbs	FBgn0005536	FBtr0308214	protein_coding	0	7	3	122	4	0	0	3	0	104	3	0	0	0	1	0	0	0	0	7	11
Mbs	FBgn0005536	FBtr0308215	protein_coding	0	7	3	122	4	0	0	3	0	104	3	0	0	0	1	0	0	0	0	7	11
Mbs	FBgn0005536	FBtr0308216	protein_coding	0	5	2	125	3	0	0	14	0	97	2	0	0	0	1	0	0	0	0	4	11
Mbs	FBgn0005536	FBtr0333616	protein_coding	0	6	3	122	0	0	0	14	0	97	3	0	0	0	1	0	0	0	0	6	11
Mbs	FBgn0005536	FBtr0475266	protein_coding	0	3	1	39	4	0	3	3	0	19	1	0	0	0	1	0	0	0	0	3	10
Mbs	FBgn0005536	FBtr0475267	protein_coding	0	2	1	39	0	0	3	14	0	12	1	0	0	0	1	0	0	0	0	2	10
Mbs	FBgn0005536	FBtr0475268	protein_coding	0	3	1	39	4	0	3	3	0	19	1	0	0	0	1	0	0	0	0	3	10
Mbs	FBgn0005536	FBtr0475269	protein_coding	0	3	1	39	4	0	3	3	0	19	1	0	0	0	1	0	0	0	0	3	10
Mbs	FBgn0005536	FBtr0475270	protein_coding	0	6	3	122	0	0	0	14	0	97	3	0	0	0	1	0	0	0	0	6	11
Mcad	FBgn0035811	FBtr0076808	protein_coding	0	0	0	60	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	59
